title,description,desc_length,author,avg_rating,rating_count,wavg_rating,rating_class,api_publisher,api_page_count,desc_clean,desc_yake,sentiment,negative,neutral,positive,compound,comp_score
Dark Harvest ,"A Warhammer Horror novelA disgraced warrior-priest who prowls the Greywater Fastness is forced to confront his past when a message from an old friend sends him on a perilous quest. In an isolated village full of untrusting souls, his darkest secrets threaten to come to light.READ IT BECAUSEExplore a corner of the Mortal Realms full of dangerous characters and dark secrets in a novel by Josh Reynolds, master of the sinister.THE STORYHarran Blackwood was a Warrior-Priest of ruthless virtue. Now he's a man with a scorched reputation, prowling the back alleys of Greywater Fastness, content to fight the petty wars of racketeers for survival. But when a desperate message arrives from an old friend, Blackwood is forced to confront a past he thought long buried. Summoned to the isolated village of Wald, Blackwood sets off on a perilous trek to ensure the sins of his former life remain forgotten. He soon discovers that Wald is a hostile, secretive place with sins of its own. Deep in the murky marshes, where the cruel chants of village folk echo and the stink of death hovers low, Blackwood must channel his bitterness and rage to defy the ancient darkness that now hunts him before he is devoured, body and soul.",1013,Joshua   Reynolds,3.87,311,0.001475523391563167,Low,Macmillan,176.0,warhammer horror novela disgrace warrior priest prowl greywater fastness force confront past message friend send perilous quest isolate village full untrusting souls darkest secrets threaten come light read becauseexplore corner mortal realms full dangerous character dark secrets novel josh reynolds master sinister storyharran blackwood warrior priest ruthless virtue scorch reputation prowl back alleys greywater fastness content fight petty racketeer survival desperate message arrive friend blackwood force confront past think long bury summon isolate village wald blackwood perilous trek ensure former life remain forget soon discover wald hostile secretive place deep murky marshes cruel chant village folk echo stink death hover blackwood must channel bitterness rage defy ancient darkness hunt devour body soul,confront village fastness reputation,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.1779}",0.362,0.638,0.0,-0.1779,Negative
Iron Gold ,"They call him father, liberator, warlord, Reaper. But he feels a boy as he falls toward the pale blue planet, his armor red, his army vast, his heart heavy. It is the tenth year of war and the thirty-second of his life. A decade ago, Darrow was the hero of the revolution he believed would break the chains of the Society. But the Rising has shattered everything: Instead of peace and freedom, it has brought endless war. Now he must risk everything he has fought for on one last desperate mission. Darrow still believes he can save everyone, but can he save himself? And throughout the worlds, other destinies entwine with Darrow’s to change his fate forever:  A young Red girl flees tragedy in her refugee camp and achieves for herself a new life she could never have imagined. An ex-soldier broken by grief is forced to steal the most valuable thing in the galaxy—or pay with his life. And Lysander au Lune, the heir in exile to the sovereign, wanders the stars with his mentor, Cassius, haunted by the loss of the world that Darrow transformed, and dreaming of what will rise from its ashes. Red Rising was the story of the end of one universe, and Iron Gold is the story of the creation of a new one. Witness the beginning of a stunning new saga of tragedy and triumph from masterly New York Times bestselling author Pierce Brown.",1094,Pierce Brown,4.21,55833,0.289365344491409,High,Red Rising Novel,939.0,call father liberator warlord reaper feel fall toward pale blue planet armor army vast heart heavy tenth year second life decade darrow hero revolution believe would break chain society rise shatter everything instead peace freedom bring endless must risk everything fight last desperate mission darrow still believe save everyone save throughout worlds destinies entwine darrow change fate forever young girl flee tragedy refugee camp achieve life could never imagine soldier break grief force steal valuable thing galaxy life lysander lune heir exile sovereign wander star mentor cassius haunt loss world darrow transform dream rise rise story universe iron gold story creation witness begin stun saga tragedy triumph masterly york time bestselling author pierce brown,darrow life feel chain young,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Fool Moon ,"Harry Dresden--WizardLost Items Found. Paranormal Investigations. Consulting. Advice. Reasonable Rates. No Love Potions, Endless Purses, or Other Entertainment.Business has been slow. Okay, business has been dead. And not even of the undead variety. You would think Chicago would have a little more action for the only professional wizard in the phone book. But lately, Harry Dresden hasn't been able to dredge up any kind of work--magical or mundane.But just when it looks like he can't afford his next meal, a murder comes along that requires his particular brand of supernatural expertise.A brutally mutilated corpse. Strange-looking paw prints. A full moon. Take three guesses--and the first two don't count...",607,Jim Butcher,3.99,180923,0.8886819589047412,High,Hachette UK,400.0,harry dresden wizardlost items find paranormal investigations consult advice reasonable love potions endless purse entertainment business slow okay business dead even undead variety would think chicago would little action professional wizard phone book lately harry dresden able dredge kind work magical mundane look like afford next meal murder come along require particular brand supernatural expertise brutally mutilate corpse strange look print full moon take guess first count,harry dresden count,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Crisis of Fate ,"To save her sanity she must give up her soul.With rare exception, Raendel took everything she ever wanted. Now her vicious thieves guild is festering around her. Through paranoia and insomnia, her grip on reality crumbles, and a crisis leads her to a desperate choice—face retribution or serve a creation of pure evil.",266,Jesse Teller,4.33,6,2.5827845478357744e-05,Low,Crossroad Press,216.0,save sanity must give soul rare exception raendel take everything ever want vicious thieve guild fester around paranoia insomnia grip reality crumble crisis lead desperate choice face retribution serve creation pure evil,save evil lead,"{'neg': 0.512, 'neu': 0.116, 'pos': 0.372, 'compound': -0.296}",0.512,0.116,0.372,-0.296,Negative
Guilty Pleasures ,"Anita Blake is small, dark, and dangerous. Her turf is the city of St. Louis. Her job: re-animating the dead and killing the undead who take things too far. But when the city’s most powerful vampire asks her to solve a series of vicious slayings, Anita must confront her greatest fear—her undeniable attraction to master vampire Jean-Claude, one of the creatures she is sworn to destroy...",324,Laurell K. Hamilton,4.01,141292,0.6974945335328111,High,Hachette UK,273.0,anita blake small dark dangerous turf city louis animate dead kill undead take things city powerful vampire solve series vicious slay anita must confront greatest fear undeniable attraction master vampire jean claude creatures swear destroy,destroy vampire undead things,"{'neg': 0.538, 'neu': 0.462, 'pos': 0.0, 'compound': -0.5423}",0.538,0.462,0.0,-0.5423,Negative
The Gap Into Conflict: The Real Story ,"Author of The Chronicles of Thomas Covenant, one of the most acclaimed fantasy series of all time, master storyteller Stephen R. Donaldson returns with this exciting and long-awaited new series that takes us into a stunningly imagined future to tell a timeless story of adventure and the implacable conflict of good and evil within each of us.Angus Thermopyle was an ore pirate and a murderer; even the most disreputable asteroid pilots of Delta Sector stayed locked out of his way.  Those who didn't ended up in the lockup--or dead.  But when Thermopyle arrived at Mallory's Bar & Sleep with a gorgeous woman by his side the regulars had to take notice.  Her name was Morn Hyland, and she had been a police officer--until she met up with Thermopyle.But one person in Mallory's Bar wasn't intimidated.  Nick Succorso had his own reputation as a bold pirate and he had a sleek frigate fitted for deep space.  Everyone knew that Thermopyle and Succorso were on a collision course.  What nobody expected was how quickly it would be over--or how devastating victory would be.  It was common enough example of rivalry and revenge--or so everyone thought.  The REAL story was something entirely different.In The Real Story, Stephen R. Donaldson takes us to a remarkably detailed world of faster-than-light travel, politics, betrayal, and a shadowy presence just outside our view to tell the fiercest, most profound story he has ever written.",1207,Stephen R. Donaldson,3.71,9509,0.04342400697892513,High,Spectra,272.0,author chronicle thomas covenant acclaim fantasy series time master storyteller stephen donaldson return excite long await series take stunningly imagine future tell timeless story adventure implacable conflict good evil within angus thermopyle pirate murderer even disreputable asteroid pilot delta sector stay lock lockup dead thermopyle arrive mallory sleep gorgeous woman side regulars take notice name morn hyland police officer meet thermopyle person mallory intimidate nick succorso reputation bold pirate sleek frigate deep space everyone know thermopyle succorso collision course nobody expect quickly would devastate victory would common enough example rivalry revenge everyone think real story something entirely different real story stephen donaldson take remarkably detail world faster light travel politics betrayal shadowy presence outside view tell fiercest profound story ever write,story donaldson write implacable,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
The New World,"A year after his divorce, Jayojit Chatterjee, an economics professor in the American Midwest, travels home to Calcutta with his young son, Bonny, to spend the summer holidays with his parents. Jayojit is no more accustomed to spending time alone with Bonny–who lives with his mother in California–than he is with the Admiral and his wife, whose daily rhythms have become so synchronized as to become completely foreign to their son. Together, the unlikely foursome struggles to pass the protracted hours of summer, each in his or her own way mourning Jayojit’s failed marriage. Written with depth and tenderness, A New World goes right to the heart of a family, making vividly alive their hopes, desires and regrets.",599,Mark  Lawrence,4.7,33,0.00018478358466642023,Low,Simon and Schuster,208.0,year divorce jayojit chatterjee economics professor american midwest travel home calcutta young bonny spend summer holiday parent jayojit accustom spend time alone bonny live mother california admiral wife whose daily rhythms become synchronize become completely foreign together unlikely foursome struggle pass protract hours summer mourn jayojit fail marriage write depth tenderness world right heart family make vividly alive desire regret,jayojit spend travel depth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
The Girl and the Mountain ,"The second novel in the thrilling and epic new fantasy series from the international bestselling author of Red Sister and Prince of Thorns.On the planet Abeth there is only the ice. And the Black Rock.For generations the priests of the Black Rock have reached out from their mountain to steer the fate of the ice tribes. With their Hidden God, their magic and their iron, the priests’ rule has never been questioned. But when ice triber Yaz challenged their authority, she was torn away from the only life she had ever known, and forced to find a new path for herself.Yaz has lost her friends and found her enemies. She has a mountain to climb, and even if she can break the Hidden God’s power, her dream of a green world lies impossibly far to the south, across a vast emptiness of ice. Before the journey can even start, she has to find out what happened to the ones she loves and save those that can be saved.Abeth holds its secrets close, but the stars shine brighter for Yaz and she means to unlock the truth.",829,Mark  Lawrence,4.23,2455,0.012778074181097998,High,HarperCollins UK,448.0,second novel thrill epic fantasy series international bestselling author sister prince thorns planet abeth black rock generations priests black rock reach mountain steer fate tribes hide magic iron priests rule never question triber challenge authority tear away life ever know force find path lose friends find enemies mountain climb even break hide power dream green world impossibly south across vast emptiness journey even start find happen ones love save save abeth hold secrets close star shine brighter mean unlock truth,black find abeth magic iron rule,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Night's Master  ,"NIGHT'S MASTER is the first book of the stunning arabesque high fantasy series Tales from the Flat Earth, which, in the manner of The One Thousand and One Nights, portrays an ancient world in mythic grandeur via connected tales.Long time ago when the Earth was Flat, beautiful indifferent Gods lived in the airy Upperearth realm above, curious passionate demons lived in the exotic Underearth realm below, and mortals were relegated to exist in the middle. Azhrarn, Lord of the Demons and the Darkness, was the one who ruled the Night, and many mortal lives were changed because of his cruel whimsy. And yet, Azhrarn held inside his demon heart a profound mystery which would change the very fabric of the Flat Earth forever...Come within this ancient world of brilliant darkness and beauty, of glittering palaces and wondrous elegant beings, of cruel passions and undying love.Discover the exotic wonder that is the Flat Earth.",776,Tanith Lee,4.04,2382,0.011840774528483256,High,DAW,256.0,night master first book stun arabesque high fantasy series tales flat earth manner nights portray ancient world mythic grandeur connect tales long time earth flat beautiful indifferent gods live airy upperearth realm curious passionate demons live exotic underearth realm mortals relegate exist middle azhrarn lord demons darkness rule night many mortal live change cruel whimsy azhrarn hold inside demon heart profound mystery would change fabric flat earth forever come within ancient world brilliant darkness beauty glitter palaces wondrous elegant cruel passions undying love discover exotic wonder flat earth,flat world live demons mythic,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Infidel ,"Nyx is a bodyguard in Mustallah, the capital city of Nasheen. The centuries-long holy war between Nasheen and Chenja is taking its toll, with shortages and rationing causing the Queen to lose power and popularity. While protecting the daughter of a Ras Tiegan Diplomat, Nyx is attacked by a group of assassins. Nyx survives, but begins to suffer from a strange, debilitating condition that nobody can identify. Caught up in a whirl-wind of intrigue involving Bel Dam Assassins plotting against the Queen, Nyx must learn who the rogue Bel Dam is, and find a cure for her illness, while avoiding the wrath of the queen she is trying to protect. The danger that swirls around her may have finally become too much, and Nyx's colleagues and friends began to die. Will Nyx be next?",642,Kameron Hurley,4.03,1774,0.008795033852401955,High,Simon and Schuster,361.0,bodyguard mustallah capital city nasheen centuries long holy nasheen chenja take toll shortages ration cause queen lose power popularity protect daughter tiegan diplomat attack group assassins survive begin suffer strange debilitate condition nobody identify catch whirl wind intrigue involve assassins plot queen must learn rogue find cure illness avoid wrath queen protect danger swirl around finally become much colleagues friends begin next,queen capital long,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Rapture ,"After years in exile, Nyxnissa so Dasheem is back in action in service to the bel dames, a sisterhood of elite government assassins tasked with eliminating deserters and traitors. The end of a centuries-long holy war between her country, Nasheen, and neighboring Chenja has flooded the streets of Nasheen with unemployed - and unemployable - soldiers whose frustrations have brought the nation to the brink of civil war.Not everyone likes this tenuous and unpredictable ""peace,"" however, and somebody has kidnapped a key politician whose death could trigger a bloody government takeover. With aliens in the sky and revolution on the ground, Nyx assembles a team of mad magicians, torturers,and mutant shape-shifters for an epic journey across a flesh-eating desert in search of a man she's not actually supposed to kill.Trouble is, killing is the only thing Nyx is good at. And she already left this man to die...Skyhorse Publishing, under our Night Shade and Talos imprints, is proud to publish a broad range of titles for readers interested in science fiction (space opera, time travel, hard SF, alien invasion, near-future dystopia), fantasy (grimdark, sword and sorcery, contemporary urban fantasy, steampunk, alternative history), and horror (zombies, vampires, and the occult and supernatural), and much more. While not every title we publish becomes a New York Times bestseller, a national bestseller, or a Hugo or Nebula award-winner, we are committed to publishing quality books from a diverse group of authors.",1283,Kameron Hurley,4.06,1299,0.0064864331818273715,Low,Random House,464.0,years exile nyxnissa dasheem back action service sisterhood elite government assassins task eliminate deserters traitors centuries long holy country nasheen neighbor chenja flood streets nasheen unemployed unemployable soldier whose frustrations bring nation brink civil everyone like tenuous unpredictable peace however somebody kidnap politician whose death could trigger bloody government takeover alien revolution grind assemble team magicians torturers mutant shape shifters epic journey across flesh desert search actually suppose kill trouble kill thing good already leave skyhorse publish night shade talos imprint proud publish broad range title readers interest science fiction space opera time travel hard alien invasion near future dystopia fantasy grimdark sword sorcery contemporary urban fantasy steampunk alternative history horror zombies vampires occult supernatural much every title publish become york time bestseller national bestseller hugo nebula award winner commit publish quality book diverse group author,publish government bestseller traitors unemployed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
The Claw of the Conciliator ,"Severian is in possession of a gem considered to be ""The Claw of the Conciliator"", a powerful relic of the Master of Power, a legendary figure of mythic proportions. Armed with his sword, Terminus Est, and the Claw, Severian continues his journey to Thrax, the city of his exile. Bizarre apes, strange cannibalistic rituals, and the foreigner named Jonas all lie in his future.",314,Gene Wolfe,3.98,11405,0.055874444229822455,High,Hachette UK,597.0,severian possession consider claw conciliator powerful relic master power legendary figure mythic proportion sword terminus claw severian continue journey thrax city exile bizarre strange cannibalistic rituals foreigner name jonas future,future claw possession terminus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
The Sword of the Lictor ,"Beneath the dying sun the disgraced torturer, Severian, at last comes to his place of exile - Thrax, the City of Windowless Rooms. But Severian's journeying is not ended, and high in the Earth's ancient mountains he draws closer to his destiny.",203,Gene Wolfe,4.17,8538,0.04382419085545753,High,Hachette UK,301.0,beneath disgrace torturer severian last come place exile thrax city windowless room severian journey high earth ancient mountains draw closer destiny,beneath torturer windowless,"{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.5106}",0.623,0.377,0.0,-0.5106,Negative
The Citadel of the Autarch ,"Volume Four of the Book of the New Sun. Severian the Torturer continues his epic journey across the lands of Urth, a journey as fraught with peril as it is with wonder. Exiled from his guild he is an outcast, but his travels are woven with strange portents. The Claw of the Conciliator, relic of a prophet and promise of a new age, flames to life in his hands. He carries the great sword Terminus Est, the Line of Division. The dwellers in the deep waters offer him a kingdom under the seas. And he is hunted and driven by terrors from beyond Urth. Now all his travels move him inexorably toward a grander fate, a destiny that he dare not refuse. For a devouring blackness gnaws at the heart of the Old Sun, and the fate of Urth rests in the return of the Conciliator, the New Sun long foretold.",645,Gene Wolfe,4.22,7166,0.03722203710761654,High,Hachette UK,611.0,volume book severian torturer continue epic journey across land urth journey fraught peril wonder exile guild outcast travel weave strange portents claw conciliator relic prophet promise flame life hand carry great sword terminus line division dwellers deep water offer kingdom seas hunt drive terrors beyond urth travel move inexorably toward grander fate destiny dare refuse devour blackness gnaw heart fate urth rest return conciliator long foretell,urth conciliator epic hand deep move,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}",0.0,0.61,0.39,0.4939,Positive
Saturnine ,"Siege of Terra Book 4As the traitors tighten their grip on Terra, Rogal Dorn must marshal the Imperial hosts to weather the storm. But not all of the defenders will survive the onslaught…READ IT BECAUSEDan Abnett returns to the Horus Heresy! Experience one of the crucial stages of the Siege, as Rogal Dorn and Horus match wits in a game of Regicide where the board is the Throneworld itself, and one wrong move could lead to utter devastation…THE STORYThe Traitor Host of Horus Lupercal tightens its iron grip on the Palace of Terra, and one by one the walls and bastions begin to crumple and collapse. Rogal Dorn, Praetorian of Terra, redoubles his efforts to keep the relentless enemy at bay, but his forces are vastly outnumbered and hopelessly outgunned. Dorn simply cannot defend everything. Any chance of survival now requires sacrifice, but what battles dare he lose so that others can be won? Is there one tactical stroke, one crucial combat, that could turn the tide forever and win the war outright?",838,Dan Abnett,4.6,816,0.004614788444240793,Low,Games Workshop,400.0,siege terra book traitors tighten grip terra rogal dorn must marshal imperial host weather storm defenders survive onslaught read becausedan abnett return horus heresy experience crucial stag siege rogal dorn horus match wits game regicide board throneworld wrong move could lead utter devastation storythe traitor host horus lupercal tighten iron grip palace terra wall bastions begin crumple collapse rogal dorn praetorian terra redouble efforts keep relentless enemy force vastly outnumber hopelessly outgunned dorn simply defend everything chance survival require sacrifice battle dare lose others tactical stroke crucial combat could turn tide forever outright,dorn siege grip becausedan match,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Thieves' War ,"Dead isn't always dead, and when Nenn sails into Gentia, she finds the warmongers of the city-state the least of her problems. Now, faced with slavers, their Harrower lords, and a past promising to unravel her life, she's got one shot to make things right. Provided Cord doesn't sh*t it up first.",245,Clayton W. Snyder,3.82,22,9.730376103953268e-05,Low,Hachette UK,300.0,dead always dead nenn sail gentia find warmongers city state least problems face slaver harrower lord past promise unravel life shoot make things right provide cord first,dead sail warmongers city,"{'neg': 0.802, 'neu': 0.198, 'pos': 0.0, 'compound': -0.8442}",0.802,0.198,0.0,-0.8442,Negative
Ravencaller ,"When ancient magic suddenly returns to his land, a warrior priest must protect his world from monsters that were once only legend in the second book of USA Today bestseller David Dalglish's epic fantasy trilogy.Magical creatures are attacking the capital city, seeking to retake what was once theirs, and no one is safe. Ancient cultists have cursed the highest members of the Church, turning them into twisted abominations. The only hope for a cure lies with Adria Eveson. To learn the cure, she must befriend an imprisoned cultist, and guard her heart against his seductive promises and twisted logic. The fate of all races, human and magical, rests in her hands, and in the choices she makes. Should she choose wrong, only one person stands in her way: her brother, the Soulkeeper Devin Eveson.The KeepersSoulkeeperRavencaller

For more from David Dalglish, check out:

ShadowdanceA Dance of CloaksA Dance of BladesA Dance of MirrorsA Dance of ShadowsA Dance of GhostsA Dance of Chaos

SeraphimSkybornFirebornShadowborn",864,David Dalglish,4.17,364,0.0018624609564965612,Low,Hachette UK,576.0,ancient magic suddenly return land warrior priest must protect world monsters legend second book today bestseller david dalglish epic fantasy trilogy magical creatures attack capital city seek retake safe ancient cultists curse highest members church turn twist abominations hope cure adria eveson learn cure must befriend imprison cultist guard heart seductive promise twist logic fate race human magical rest hand choices make choose wrong person stand brother soulkeeper devin eveson keeperssoulkeeperravencaller david dalglish check shadowdancea dance cloaksa dance bladesa dance mirrorsa dance shadowsa dance ghostsa dance chaos seraphimskybornfirebornshadowborn,dance twist seraphimskybornfirebornshadowborn world seek chaos,"{'neg': 0.425, 'neu': 0.575, 'pos': 0.0, 'compound': -0.5719}",0.425,0.575,0.0,-0.5719,Negative
Magic Bites ,"Ilona Andrews invites you to experience the first novel in the #1 New York Times bestselling series featuring the intriguing fantasy world of mercenary Kate Daniels…When the magic is up, rogue mages cast their spells and monsters appear, while guns refuse to fire and cars fail to start. But then technology returns, and the magic recedes as unpredictably as it arose, leaving all kinds of paranormal problems in its wake.Kate Daniels is a down-on-her-luck mercenary who makes her living cleaning up these magical problems. But when Kate’s guardian is murdered, her quest for justice draws her into a power struggle between two strong factions within Atlanta’s magic circles.The Masters of the Dead, necromancers who can control vampires, and the Pack, a paramilitary clan of shapechangers, blame each other for a series of bizarre killings—and the death of Kate’s guardian may be part of the same mystery. Pressured by both sides to find the killer, Kate realizes she’s way out of her league—but she wouldn’t have it any other way…",864,Ilona Andrews,4.03,118900,0.5898818920448453,High,Hachette UK,272.0,ilona andrews invite experience first novel york time bestselling series feature intrigue fantasy world mercenary kate daniels magic rogue mages cast spell monsters appear refuse fire cars fail start technology return magic recede unpredictably arise leave kinds paranormal problems wake kate daniels luck mercenary make live clean magical problems kate guardian murder quest justice draw power struggle strong factions within atlanta magic circle master dead necromancers control vampires pack paramilitary clan shapechangers blame series bizarre kill death kate guardian part mystery pressure side find killer kate realize league would,kate ilona experience world quest,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
The First Chronicles of Druss the Legend ,"He was known as Druss. The Deathwalker. Though the blood of merciless butchers coursed through his veins, he had found a fragile peace through his love for beautiful, mystical Rowena. Then came the day when Druss returned to their village and found everyone dead--massacred by slavers who had stolen the women to sell for gold. Rowena was among the missing.Armed with only his powerful double-bladed ax, Snaga, Druss went after Rowena. His journey would carry him from the highest thrones of power to the deepest dungeons of depravity. Along the way, he would battle savage monsters and descend into terrifying lands of black magic and demons. Yet one thing was certain. Druss would have victory . . . or death.",592,David Gemmell,4.34,10925,0.0583644061108771,High,Hachette UK,352.0,know druss deathwalker though blood merciless butcher course vein find fragile peace love beautiful mystical rowena come druss return village find everyone dead massacre slaver steal women sell gold rowena among miss powerful double bladed snaga druss rowena journey would carry highest throne power deepest dungeons depravity along would battle savage monsters descend terrify land black magic demons thing certain druss would victory death,druss rowena deathwalker blood carry,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Voidbreaker ,"Perfect for monster slayers and dungeon crawlers everywhere, Voidbreaker is the final book in the unmissable new fantasy series from USA Today bestselling author David Dalglish.Monsters have begun retaking the capital city of Londheim and claiming it for themselves. Humanity, fearful of being pushed out for good, has reacted with violence and destruction. Peace between the two races seems all but impossible.Devin will need to bring all his skills to bear in order to protect his friends and family amid the chaos. But the greatest threat to humanity's safety may well be closer than he expects. His sister is the most powerful priestess the world has ever seen . . . and she's fighting for the monsters.",591,David Dalglish,4.11,201,0.0010108437655259454,Low,Hachette UK,496.0,perfect monster slayers dungeon crawlers everywhere voidbreaker final book unmissable fantasy series today bestselling author david dalglish monsters begin retake capital city londheim claim humanity fearful push good react violence destruction peace race seem impossible devin need bring skills bear order protect friends family amid chaos greatest threat humanity safety well closer expect sister powerful priestess world ever fight monsters,humanity crawlers book unmissable bestselling,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,Positive
Valley of the Free: Pandemonium Rising ,"
 Novella set in the world of the best-selling Pandemonium Rising Series 
 You’re scared. You should be. This is terrifying shit that we do. But, would you rather kill or die? Because that is your option!  With a quest for vengeance, Ferl Nerial finally achieves his dream—charming his way into the first sanctioned job for his mercenary company. On behalf of the newly-minted lord of Farrow’s Hold, Ferl is to put down an incursion by the free and independent nation of Oshwana. It should be an easy march, subjugating a people who defined themselves through the rejection of the niceties of modern society.The problem is… Ferl hasn’t a single follower to his name.Follow the birth of the infamous Ferl’s Company through their first ill-fated engagement against a people desperate to retain their independence and willing to do whatever it takes to do so. Visceral combat, devastating magicks, and bad decisions plague Ferl’s Company in this novella from the world of Pandemonium Rising. ",825,Michael Sliter,4.42,24,0.00012443654056017164,Low,CreateSpace,128.0,novella world best sell pandemonium rise series scar terrify shit would rather kill option quest vengeance ferl nerial finally achieve dream charm first sanction mercenary company behalf newly mint lord farrow hold ferl incursion free independent nation oshwana easy march subjugate people define rejection niceties modern society problem ferl single follower name follow birth infamous ferl company first engagement people desperate retain independence will whatever take visceral combat devastate magicks decisions plague ferl company novella world pandemonium rise,ferl company pandemonium rise shit,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.5574}",0.474,0.526,0.0,-0.5574,Negative
Valdor: Birth of the Imperium ,"Explore the history of one of the most well known heroes of the Imperium in this awesome new novel from Chris Wraight. Constantin Valdor. It is a name that brings forth images of heroism, honour and peerless duty. For it is he who commands the will of the Legio Custodes that most esteemed and dedicated cadre of elite warriors. He is the Emperor’s sword, His shield, His banner and he knows no equal. Clad in shining auramite, his fist clenched around the haft of his Guardian Spear, he is the bulwark against all enemies of the throne, within or without. Nearing the end of the wars of Unity, Valdor’s courage and purpose is put to the test as never before. The petty warlords and tyrants of Old Earth have been all but vanquished, and the Emperor’s armies are triumphant. What now for the nascent Imperium and what fate its forgotten soldiers, its Thunder Warriors and armies of Unity? A new force is rising, one which shall eclipse all others and open the way to the stars. But change on Terra is seldom bloodless and for progress to be ensured darker deeds are necessary.  ",886,Chris Wraight,4.15,698,0.0035598846887400907,Low,Games Workshop,272.0,explore history well know heroes imperium awesome novel chris wraight constantin valdor name bring forth image heroism honour peerless duty command legio custodes esteem dedicate cadre elite warriors emperor sword shield banner know equal clothe shin auramite fist clench around haft guardian spear bulwark enemies throne within without near unity valdor courage purpose test never petty warlords tyrants earth vanquish emperor armies triumphant nascent imperium fate forget soldier thunder warriors armies unity force rise shall eclipse others open star change terra seldom bloodless progress ensure darker deeds necessary,explore unity chris triumphant,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.5267}",0.0,0.469,0.531,0.5267,Positive
Dawnthief ,"The Raven: six men and an elf, sword for hire in the wars that have torn apart Balaia. For years their loyalty has been only to themselves and their code. But, that time is over. The Wytch Lords have escaped and The Raven find themselves fighting for the Dark College of magic, searching for the location of Dawnthief. It is a spell created to end the world, and it must be cast if any of them are to survive. ",333,James Barclay,3.64,3385,0.015162348715426372,High,Hachette UK,496.0,raven sword hire tear apart balaia years loyalty code time wytch lord escape raven find fight dark college magic search location dawnthief spell create world must cast survive,survive tear wytch fight,"{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.3818}",0.464,0.536,0.0,-0.3818,Negative
